case_id,file_id,section_path,segment_type,has_citation,n_candidates,chunk_1,idx_1,score_1,chunk_2,idx_2,score_2,chunk_3,idx_3,score_3,idx_gap_12,idx_gap_13,score_gap_12,score_gap_13
013_commentary_ff14_propernoun,avSk8Nj4jrnV,3. 重要ポイントまとめ/row/3,bullet,True,3,transcript:35,35,0.8408,transcript:27,27,0.8412,transcript:72,72,0.84,8,37,-0.0004,0.0008
013_commentary_ff14_propernoun,avSk8Nj4jrnV,3. 重要ポイントまとめ/row/4,bullet,True,3,transcript:16,16,0.863,transcript:17,17,0.837,transcript:40,40,0.8316,1,24,0.026,0.0314
013_commentary_ff14_propernoun,avSk8Nj4jrnV,3. 重要ポイントまとめ/row/5,bullet,True,3,transcript:12,12,0.8374,transcript:69,69,0.823,transcript:9,9,0.8372,57,3,0.0144,0.0002
013_commentary_ff14_propernoun,avSk8Nj4jrnV,4. 結論/0,paragraph,True,3,transcript:3,3,0.9119,transcript:1,1,0.8983,transcript:13,13,0.8888,2,10,0.0135,0.023
014_interview_mihashi_quote_heavy,u9zw0zYoZTOB,/0,paragraph,True,3,transcript:2,2,0.9062,transcript:46,46,0.8645,transcript:8,8,0.8369,44,6,0.0417,0.0693
014_interview_mihashi_quote_heavy,u9zw0zYoZTOB,/1,paragraph,True,3,transcript:2,2,0.872,transcript:6,6,0.8836,transcript:7,7,0.8623,4,5,-0.0116,0.0096
014_interview_mihashi_quote_heavy,u9zw0zYoZTOB,導入/0,paragraph,True,3,transcript:2,2,0.8941,transcript:1,1,0.8449,transcript:0,0,0.8272,1,2,0.0492,0.0668
014_interview_mihashi_quote_heavy,u9zw0zYoZTOB,詳細内容/0,bullet,True,3,transcript:6,6,0.9142,transcript:2,2,0.9126,transcript:7,7,0.9103,4,1,0.0017,0.0039
014_interview_mihashi_quote_heavy,u9zw0zYoZTOB,詳細内容/1,bullet,True,3,transcript:9,9,0.8328,transcript:7,7,0.8257,transcript:1,1,0.8222,2,8,0.0071,0.0106
014_interview_mihashi_quote_heavy,u9zw0zYoZTOB,詳細内容/2,bullet,True,3,transcript:10,10,0.9004,transcript:15,15,0.8825,transcript:9,9,0.875,5,1,0.0178,0.0254
014_interview_mihashi_quote_heavy,u9zw0zYoZTOB,詳細内容/3,bullet,True,3,transcript:10,10,0.9203,transcript:12,12,0.8946,transcript:11,11,0.8895,2,1,0.0257,0.0308
014_interview_mihashi_quote_heavy,u9zw0zYoZTOB,詳細内容/4,bullet,True,3,transcript:15,15,0.9126,transcript:13,13,0.9109,transcript:1,1,0.8817,2,14,0.0017,0.031
014_interview_mihashi_quote_heavy,u9zw0zYoZTOB,詳細内容/5,bullet,True,3,transcript:17,17,0.8986,transcript:16,16,0.8826,transcript:20,20,0.8784,1,3,0.016,0.0202
014_interview_mihashi_quote_heavy,u9zw0zYoZTOB,詳細内容/6,bullet,True,3,transcript:20,20,0.8862,transcript:21,21,0.8861,transcript:18,18,0.8633,1,2,0.0002,0.0229
014_interview_mihashi_quote_heavy,u9zw0zYoZTOB,詳細内容/7,bullet,True,3,transcript:38,38,0.9014,transcript:24,24,0.8604,transcript:18,18,0.8511,14,20,0.041,0.0503
014_interview_mihashi_quote_heavy,u9zw0zYoZTOB,詳細内容/8,bullet,True,3,transcript:26,26,0.8978,transcript:33,33,0.8885,transcript:25,25,0.8859,7,1,0.0093,0.0119
014_interview_mihashi_quote_heavy,u9zw0zYoZTOB,詳細内容/9,bullet,True,3,transcript:31,31,0.9272,transcript:18,18,0.8707,transcript:21,21,0.8672,13,10,0.0565,0.06
014_interview_mihashi_quote_heavy,u9zw0zYoZTOB,詳細内容/10,bullet,True,3,transcript:33,33,0.9453,transcript:25,25,0.8749,transcript:32,32,0.8716,8,1,0.0705,0.0737
014_interview_mihashi_quote_heavy,u9zw0zYoZTOB,詳細内容/11,bullet,True,3,transcript:36,36,0.8611,transcript:29,29,0.8578,transcript:32,32,0.8542,7,4,0.0033,0.0069
014_interview_mihashi_quote_heavy,u9zw0zYoZTOB,詳細内容/12,bullet,True,3,transcript:39,39,0.8377,transcript:38,38,0.8307,transcript:58,58,0.8192,1,19,0.007,0.0186
014_interview_mihashi_quote_heavy,u9zw0zYoZTOB,詳細内容/13,bullet,True,3,transcript:43,43,0.9283,transcript:45,45,0.9156,transcript:42,42,0.9153,2,1,0.0127,0.013
014_interview_mihashi_quote_heavy,u9zw0zYoZTOB,詳細内容/14,bullet,True,3,transcript:45,45,0.929,transcript:43,43,0.8822,transcript:40,40,0.869,2,5,0.0468,0.06
014_interview_mihashi_quote_heavy,u9zw0zYoZTOB,詳細内容/15,bullet,True,3,transcript:46,46,0.9226,transcript:43,43,0.8721,transcript:47,47,0.8665,3,1,0.0505,0.0561
014_interview_mihashi_quote_heavy,u9zw0zYoZTOB,詳細内容/16,bullet,True,3,transcript:48,48,0.86,transcript:56,56,0.8499,transcript:41,41,0.8284,8,7,0.01,0.0315
014_interview_mihashi_quote_heavy,u9zw0zYoZTOB,詳細内容/17,bullet,True,3,transcript:47,47,0.9085,transcript:39,39,0.8601,transcript:40,40,0.8587,8,7,0.0485,0.0498
014_interview_mihashi_quote_heavy,u9zw0zYoZTOB,詳細内容/18,bullet,True,3,transcript:56,56,0.9035,transcript:48,48,0.9016,transcript:49,49,0.8777,8,7,0.0019,0.0258
014_interview_mihashi_quote_heavy,u9zw0zYoZTOB,詳細内容/19,bullet,True,3,transcript:48,48,0.8772,transcript:54,54,0.8624,transcript:56,56,0.8594,6,8,0.0147,0.0178
014_interview_mihashi_quote_heavy,u9zw0zYoZTOB,詳細内容/20,bullet,True,3,transcript:62,62,0.9104,transcript:63,63,0.9061,transcript:61,61,0.8998,1,1,0.0043,0.0106
014_interview_mihashi_quote_heavy,u9zw0zYoZTOB,詳細内容/21,bullet,True,3,transcript:67,67,0.8906,transcript:68,68,0.8875,transcript:85,85,0.8432,1,18,0.003,0.0474
014_interview_mihashi_quote_heavy,u9zw0zYoZTOB,詳細内容/22,bullet,True,3,transcript:67,67,0.9212,transcript:68,68,0.9171,transcript:65,65,0.8707,1,2,0.0041,0.0505
014_interview_mihashi_quote_heavy,u9zw0zYoZTOB,詳細内容/23,bullet,True,3,transcript:69,69,0.911,transcript:66,66,0.8557,transcript:65,65,0.8528,3,4,0.0554,0.0582
014_interview_mihashi_quote_heavy,u9zw0zYoZTOB,詳細内容/24,bullet,True,3,transcript:73,73,0.9212,transcript:71,71,0.8532,transcript:65,65,0.8495,2,8,0.0679,0.0717
014_interview_mihashi_quote_heavy,u9zw0zYoZTOB,詳細内容/25,bullet,True,3,transcript:85,85,0.8588,transcript:88,88,0.8333,transcript:66,66,0.8271,3,19,0.0255,0.0317
014_interview_mihashi_quote_heavy,u9zw0zYoZTOB,詳細内容/26,bullet,True,3,transcript:79,79,0.9388,transcript:80,80,0.8729,transcript:78,78,0.8466,1,1,0.0659,0.0922
014_interview_mihashi_quote_heavy,u9zw0zYoZTOB,詳細内容/27,bullet,True,3,transcript:82,82,0.9375,transcript:83,83,0.8745,transcript:86,86,0.869,1,4,0.0629,0.0685
014_interview_mihashi_quote_heavy,u9zw0zYoZTOB,詳細内容/28,bullet,True,3,transcript:84,84,0.9167,transcript:83,83,0.8898,transcript:61,61,0.8477,1,23,0.0268,0.0689
014_interview_mihashi_quote_heavy,u9zw0zYoZTOB,詳細内容/29,bullet,True,3,transcript:88,88,0.8499,transcript:60,60,0.8237,transcript:89,89,0.8224,28,1,0.0262,0.0275
014_interview_mihashi_quote_heavy,u9zw0zYoZTOB,詳細内容/30,bullet,True,3,transcript:87,87,0.9275,transcript:86,86,0.8855,transcript:66,66,0.8732,1,21,0.042,0.0543
014_interview_mihashi_quote_heavy,u9zw0zYoZTOB,詳細内容/31,bullet,True,3,transcript:87,87,0.8513,transcript:88,88,0.8503,transcript:58,58,0.8353,1,29,0.001,0.016
014_interview_mihashi_quote_heavy,u9zw0zYoZTOB,重要ポイントまとめ/row/0,bullet,True,3,transcript:9,9,0.8213,transcript:12,12,0.8178,transcript:10,10,0.8084,3,1,0.0034,0.0129
014_interview_mihashi_quote_heavy,u9zw0zYoZTOB,重要ポイントまとめ/row/1,bullet,True,3,transcript:31,31,0.8486,transcript:18,18,0.8132,transcript:32,32,0.7958,13,1,0.0355,0.0528
014_interview_mihashi_quote_heavy,u9zw0zYoZTOB,重要ポイントまとめ/row/2,bullet,True,3,transcript:86,86,0.8135,transcript:66,66,0.8153,transcript:68,68,0.8278,20,18,-0.0018,-0.0142
014_interview_mihashi_quote_heavy,u9zw0zYoZTOB,重要ポイントまとめ/row/3,bullet,True,3,transcript:61,61,0.8197,transcript:65,65,0.8019,transcript:63,63,0.835,4,2,0.0179,-0.0153
014_interview_mihashi_quote_heavy,u9zw0zYoZTOB,重要ポイントまとめ/row/4,bullet,True,3,transcript:87,87,0.8243,transcript:86,86,0.8128,transcript:66,66,0.8114,1,21,0.0115,0.0129
014_interview_mihashi_quote_heavy,u9zw0zYoZTOB,結論/0,paragraph,True,3,transcript:2,2,0.8975,transcript:36,36,0.8508,transcript:65,65,0.8614,34,63,0.0467,0.0361
015_doc_workspace_chunk_granularity,tK9ag6CUVeWL,/0,paragraph,True,3,document:11,11,0.8622,document:7,7,0.8627,document:12,12,0.8718,4,1,-0.0005,-0.0096
015_doc_workspace_chunk_granularity,tK9ag6CUVeWL,/1,paragraph,True,3,document:9,9,0.9297,document:0,0,0.9218,document:7,7,0.9006,9,2,0.0079,0.0291
015_doc_workspace_chunk_granularity,tK9ag6CUVeWL,導入/0,paragraph,True,3,document:0,0,0.9109,document:1,1,0.8952,document:2,2,0.8848,1,2,0.0157,0.0261
015_doc_workspace_chunk_granularity,tK9ag6CUVeWL,詳細内容/0,bullet,True,3,document:0,0,0.9054,document:1,1,0.8593,document:2,2,0.8527,1,2,0.0462,0.0527
015_doc_workspace_chunk_granularity,tK9ag6CUVeWL,詳細内容/1,bullet,True,3,document:0,0,0.9221,document:2,2,0.901,document:1,1,0.8754,2,1,0.0211,0.0467
015_doc_workspace_chunk_granularity,tK9ag6CUVeWL,詳細内容/2,bullet,True,3,document:1,1,0.8906,document:0,0,0.8786,document:2,2,0.8584,1,1,0.012,0.0322
015_doc_workspace_chunk_granularity,tK9ag6CUVeWL,詳細内容/3,bullet,True,3,document:2,2,0.8223,document:1,1,0.8102,document:0,0,0.8076,1,2,0.0121,0.0147
015_doc_workspace_chunk_granularity,tK9ag6CUVeWL,詳細内容/4,bullet,True,3,document:0,0,0.8593,document:2,2,0.8519,document:1,1,0.8314,2,1,0.0074,0.0279
015_doc_workspace_chunk_granularity,tK9ag6CUVeWL,詳細内容/5,bullet,True,3,document:2,2,0.8709,document:0,0,0.8543,document:1,1,0.8375,2,1,0.0166,0.0334
015_doc_workspace_chunk_granularity,tK9ag6CUVeWL,詳細内容/6,paragraph,True,3,document:1,1,0.9159,document:2,2,0.89,document:3,3,0.8841,1,2,0.0259,0.0318
015_doc_workspace_chunk_granularity,tK9ag6CUVeWL,詳細内容/7,paragraph,True,3,document:4,4,0.9041,document:2,2,0.8964,document:1,1,0.8756,2,3,0.0077,0.0285
015_doc_workspace_chunk_granularity,tK9ag6CUVeWL,詳細内容/8,bullet,True,3,document:2,2,0.8873,document:3,3,0.8664,document:1,1,0.8474,1,1,0.0208,0.0398
015_doc_workspace_chunk_granularity,tK9ag6CUVeWL,詳細内容/9,bullet,True,3,document:1,1,0.9008,document:4,4,0.8955,document:2,2,0.8888,3,1,0.0053,0.012
015_doc_workspace_chunk_granularity,tK9ag6CUVeWL,詳細内容/10,bullet,True,3,document:3,3,0.8341,document:4,4,0.8244,document:1,1,0.8239,1,2,0.0098,0.0102
015_doc_workspace_chunk_granularity,tK9ag6CUVeWL,詳細内容/11,bullet,True,3,document:4,4,0.8627,document:2,2,0.8624,document:3,3,0.8571,2,1,0.0003,0.0056
015_doc_workspace_chunk_granularity,tK9ag6CUVeWL,詳細内容/12,paragraph,True,3,document:12,12,0.8647,document:5,5,0.8601,document:3,3,0.8571,7,9,0.0046,0.0076
015_doc_workspace_chunk_granularity,tK9ag6CUVeWL,詳細内容/13,bullet,True,3,document:4,4,0.8306,document:10,10,0.8345,document:12,12,0.8253,6,8,-0.004,0.0052
015_doc_workspace_chunk_granularity,tK9ag6CUVeWL,詳細内容/14,bullet,True,3,document:4,4,0.9155,document:8,8,0.9127,document:7,7,0.9117,4,3,0.0028,0.0038
015_doc_workspace_chunk_granularity,tK9ag6CUVeWL,詳細内容/15,bullet,True,3,document:4,4,0.8899,document:5,5,0.8722,document:1,1,0.8702,1,3,0.0177,0.0197
015_doc_workspace_chunk_granularity,tK9ag6CUVeWL,詳細内容/16,bullet,True,3,document:8,8,0.9261,document:7,7,0.9219,document:9,9,0.9107,1,1,0.0042,0.0154
015_doc_workspace_chunk_granularity,tK9ag6CUVeWL,詳細内容/17,bullet,True,3,document:7,7,0.9267,document:8,8,0.9131,document:9,9,0.9106,1,2,0.0136,0.0161
015_doc_workspace_chunk_granularity,tK9ag6CUVeWL,詳細内容/18,bullet,True,3,document:8,8,0.8995,document:10,10,0.8992,document:7,7,0.8931,2,1,0.0003,0.0065
015_doc_workspace_chunk_granularity,tK9ag6CUVeWL,詳細内容/19,bullet,True,3,document:12,12,0.9247,document:10,10,0.9062,document:11,11,0.9041,2,1,0.0184,0.0206
015_doc_workspace_chunk_granularity,tK9ag6CUVeWL,詳細内容/20,bullet,True,3,document:12,12,0.8422,document:10,10,0.842,document:11,11,0.8241,2,1,0.0002,0.0181
015_doc_workspace_chunk_granularity,tK9ag6CUVeWL,重要ポイントまとめ/row/0,bullet,True,3,document:3,3,0.8222,document:4,4,0.8248,document:7,7,0.8131,1,4,-0.0026,0.0091
015_doc_workspace_chunk_granularity,tK9ag6CUVeWL,重要ポイントまとめ/row/1,bullet,True,3,document:8,8,0.8038,document:7,7,0.8046,document:4,4,0.8056,1,4,-0.0008,-0.0018
015_doc_workspace_chunk_granularity,tK9ag6CUVeWL,重要ポイントまとめ/row/2,bullet,True,3,document:10,10,0.8286,document:5,5,0.7994,document:1,1,0.8124,5,9,0.0292,0.0162
015_doc_workspace_chunk_granularity,tK9ag6CUVeWL,重要ポイントまとめ/row/3,bullet,True,3,document:10,10,0.8458,document:8,8,0.8391,document:7,7,0.8413,2,3,0.0067,0.0045
015_doc_workspace_chunk_granularity,tK9ag6CUVeWL,重要ポイントまとめ/row/4,bullet,True,3,document:7,7,0.8002,document:12,12,0.7952,document:1,1,0.785,5,6,0.005,0.0152
015_doc_workspace_chunk_granularity,tK9ag6CUVeWL,重要ポイントまとめ/row/5,bullet,True,3,document:11,11,0.8306,document:12,12,0.8303,document:9,9,0.8236,1,2,0.0002,0.0069
015_doc_workspace_chunk_granularity,tK9ag6CUVeWL,結論/0,paragraph,True,3,document:9,9,0.9536,document:8,8,0.9347,document:7,7,0.928,1,2,0.0189,0.0256
016_doc_claude_skills_code_anchor,d8jk2Z5nxNYV,/0,paragraph,True,3,document:0,0,0.9397,document:28,28,0.9279,document:35,35,0.9213,28,35,0.0119,0.0184
016_doc_claude_skills_code_anchor,d8jk2Z5nxNYV,/1,paragraph,True,3,document:0,0,0.9621,document:35,35,0.9356,document:1,1,0.9237,35,1,0.0265,0.0384
016_doc_claude_skills_code_anchor,d8jk2Z5nxNYV,詳細内容/0,bullet,True,3,document:1,1,0.9515,document:0,0,0.9286,document:2,2,0.9265,1,1,0.023,0.025
016_doc_claude_skills_code_anchor,d8jk2Z5nxNYV,詳細内容/1,bullet,True,3,document:2,2,0.9034,document:1,1,0.8842,document:3,3,0.8793,1,1,0.0192,0.0241
016_doc_claude_skills_code_anchor,d8jk2Z5nxNYV,詳細内容/2,bullet,True,3,document:2,2,0.8389,document:1,1,0.8358,document:5,5,0.8192,1,3,0.0031,0.0198
016_doc_claude_skills_code_anchor,d8jk2Z5nxNYV,詳細内容/3,bullet,True,3,document:2,2,0.8429,document:4,4,0.8412,document:1,1,0.832,2,1,0.0017,0.0109
016_doc_claude_skills_code_anchor,d8jk2Z5nxNYV,詳細内容/4,paragraph,True,3,document:27,27,0.8966,document:2,2,0.8994,document:4,4,0.8923,25,23,-0.0027,0.0044
016_doc_claude_skills_code_anchor,d8jk2Z5nxNYV,詳細内容/5,bullet,True,3,document:7,7,0.9207,document:6,6,0.879,document:4,4,0.8762,1,3,0.0416,0.0444
016_doc_claude_skills_code_anchor,d8jk2Z5nxNYV,詳細内容/6,bullet,True,3,document:7,7,0.8956,document:18,18,0.8871,document:8,8,0.8793,11,1,0.0086,0.0163
016_doc_claude_skills_code_anchor,d8jk2Z5nxNYV,詳細内容/7,bullet,True,3,document:8,8,0.8454,document:9,9,0.8454,document:21,21,0.8442,1,13,0.0,0.0013
016_doc_claude_skills_code_anchor,d8jk2Z5nxNYV,詳細内容/8,bullet,True,3,document:5,5,0.8937,document:6,6,0.8786,document:11,11,0.8724,1,6,0.0151,0.0213
016_doc_claude_skills_code_anchor,d8jk2Z5nxNYV,詳細内容/9,bullet,True,3,document:4,4,0.8619,document:23,23,0.8994,document:21,21,0.8932,19,17,-0.0376,-0.0313
016_doc_claude_skills_code_anchor,d8jk2Z5nxNYV,詳細内容/10,bullet,True,3,document:8,8,0.8882,document:24,24,0.8875,document:9,9,0.8829,16,1,0.0007,0.0053
016_doc_claude_skills_code_anchor,d8jk2Z5nxNYV,詳細内容/11,bullet,True,3,document:9,9,0.8546,document:8,8,0.838,document:15,15,0.8422,1,6,0.0166,0.0123
016_doc_claude_skills_code_anchor,d8jk2Z5nxNYV,詳細内容/12,bullet,True,3,document:9,9,0.8847,document:22,22,0.8666,document:25,25,0.8692,13,16,0.018,0.0154
016_doc_claude_skills_code_anchor,d8jk2Z5nxNYV,詳細内容/13,bullet,True,3,document:24,24,0.8707,document:16,16,0.858,document:15,15,0.8532,8,9,0.0127,0.0174
016_doc_claude_skills_code_anchor,d8jk2Z5nxNYV,詳細内容/14,bullet,True,3,document:25,25,0.8778,document:24,24,0.8502,document:11,11,0.8578,1,14,0.0276,0.0201
016_doc_claude_skills_code_anchor,d8jk2Z5nxNYV,詳細内容/15,bullet,True,3,document:9,9,0.8907,document:13,13,0.8807,document:15,15,0.8842,4,6,0.0099,0.0065
016_doc_claude_skills_code_anchor,d8jk2Z5nxNYV,詳細内容/16,bullet,True,3,document:17,17,0.8632,document:16,16,0.8615,document:25,25,0.853,1,8,0.0017,0.0102
016_doc_claude_skills_code_anchor,d8jk2Z5nxNYV,詳細内容/17,bullet,True,3,document:17,17,0.8684,document:16,16,0.86,document:18,18,0.8218,1,1,0.0083,0.0466
016_doc_claude_skills_code_anchor,d8jk2Z5nxNYV,詳細内容/18,bullet,True,3,document:17,17,0.9008,document:16,16,0.8793,document:18,18,0.8482,1,1,0.0215,0.0527
016_doc_claude_skills_code_anchor,d8jk2Z5nxNYV,詳細内容/19,paragraph,True,3,document:28,28,0.9642,document:27,27,0.9304,document:33,33,0.9456,1,5,0.0339,0.0186
016_doc_claude_skills_code_anchor,d8jk2Z5nxNYV,詳細内容/20,bullet,True,3,document:29,29,0.9145,document:27,27,0.9063,document:28,28,0.8829,2,1,0.0082,0.0316
016_doc_claude_skills_code_anchor,d8jk2Z5nxNYV,詳細内容/21,bullet,True,3,document:35,35,0.8684,document:32,32,0.8637,document:34,34,0.8594,3,1,0.0047,0.0089
016_doc_claude_skills_code_anchor,d8jk2Z5nxNYV,詳細内容/22,bullet,True,3,document:34,34,0.8868,document:35,35,0.8827,document:33,33,0.8578,1,1,0.0041,0.029
016_doc_claude_skills_code_anchor,d8jk2Z5nxNYV,詳細内容/23,paragraph,True,3,document:35,35,0.8359,document:32,32,0.8368,document:33,33,0.8393,3,2,-0.0009,-0.0035
016_doc_claude_skills_code_anchor,d8jk2Z5nxNYV,重要ポイントまとめ/row/0,bullet,True,3,document:1,1,0.8452,document:4,4,0.8243,document:2,2,0.821,3,1,0.0209,0.0242
016_doc_claude_skills_code_anchor,d8jk2Z5nxNYV,重要ポイントまとめ/row/1,bullet,True,3,document:7,7,0.8352,document:21,21,0.8156,document:8,8,0.8354,14,1,0.0196,-0.0003
016_doc_claude_skills_code_anchor,d8jk2Z5nxNYV,重要ポイントまとめ/row/2,bullet,True,3,document:28,28,0.8681,document:33,33,0.8757,document:35,35,0.8651,5,7,-0.0076,0.003
016_doc_claude_skills_code_anchor,d8jk2Z5nxNYV,重要ポイントまとめ/row/3,bullet,True,3,document:17,17,0.8471,document:16,16,0.8261,document:18,18,0.7995,1,1,0.0209,0.0476
016_doc_claude_skills_code_anchor,d8jk2Z5nxNYV,結論/0,paragraph,True,3,document:0,0,0.9431,document:35,35,0.9093,document:1,1,0.9135,35,1,0.0338,0.0296
